DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Accident_Road,Landmark_first,Distance_LandMark_First,Latitude,Longitude
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80 ft  Main Road, Near NGV Main Gate Ambedkar Nagara",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Main Road, Near  Koramangala Water Tank Junction",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Right Turn Collision,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala 100ft Inner Ring Road Near Sukh Sagar Hotel Junction,A,1,12.933431,77.623248
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Cross roads,City/Town,Residential area,Human Error,No,Simple Injury,Hit pedestrian,Not Applicable,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Lakkasandra 15th Cross,1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,T Junction,City/Town,Near office complex,Human Error,Yes,Damage Only,Others,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 4th Block, 6th Cross, Near BDA Complex",A,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,3,Road Accidents,Other,City/Town,Open area,Human Error,No,Damage Only,Overturning,Controlled,Incline,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,80feet road koramangala,1,1,12.935014,77.629078
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near a religious place,Human Error,Yes,Damage Only,Rear end,Uncontrolled,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Fine,"Near Chinnayanna Palya Mazid, Bannerughatta Main Road, Adugodi,",A,10,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Main Road, Near Aishwarya Junction, Koramangala",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,Yes,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala 80 ft Road Sony World Junction,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, Near Adugodi Police Qtrs Bus Stop",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Residential area,Human Error,No,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala  Near NGV Main Gate  In Front Of RBI Officers Qtrs,a,1,12.948302,77.62087
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Hit pedestrian,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Main Road, Near Aishwarya Junction, Koramangala 1st Block,",a,1,12.924914,77.633949
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Residential area,Human Error,No,Damage Only,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Opp SBM Bank, Flat No 24, Swamy Enclave 1st Main, Jakkasandra, Road, 1st Block,  Koramangala",Accident Spot,8,12.926759,77.637684
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Aishwarya Junction, Sarjapura Main Road, Venkatapura Koramangala 1st Block,  Near Bus Stop",A,1,12.55446,77.38026
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur laskar Main Road, Near Safair Building Near Adugodi Junction",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Side swipe,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 1st Block, Sarjapura Road Service Road Opp Police Public Road",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,Yes,Damage Only,Hit and Run,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 100ft Inner Ring Road, Near Sony World Junction",a,1,12.737221,77.626898
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near a recreation place/cinema,Human Error,No,Grievous Injury,Head on,Not Applicable,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Hosur Lashkar road,1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Hit and Run,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, In Front Of Ganesha Upahar Hotel, Adugodi",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near a religious place,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Bannerughatta Main Road, Near Mazid B Chandrappa Nagara,  Adugodi",a,1,12.563,77.369
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,3,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Near Wipro Signal Junction",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Hospital,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Road Service Road, In Front Of St John Hospital Gate Koramangal",a,1,12.928964,77.617589
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Others,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Main Road, Near Water Tank Junction  Koramangala",a,1,12.927382,77.621085
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near a factory industrial area,Human Error,Yes,Fatal,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, In Front Of Adugodi Bosch Company Gate",a,1,12.56767,77.36422
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Residential area,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Near Shiva Talkies Koramangala 8th Block,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Petrol Pump,Human Error,Yes,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Near Social Building",a,1,12.935365,77.614217
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near a factory industrial area,Human Error,Yes,Grievous Injury,Right Turn Collision,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Mico Link Main Road, In Front of Mico Bosh Company Gate, Adugodi",a,1,12.56668,77.36106
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Head on,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Near Aishwarya junction Sarjapura Main Road, 1st Block Koramangala",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,T Junction,City/Town,Residential area,Human Error,No,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala  6th Block, 6th D Cross, 17th F-2 Main, In Front Of House No 486",a,1,12.940022,77.624708
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Damage Only,Hit and Run,Not Applicable,Incline,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Others,BG Road,kmf road,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,T Junction,City/Town,Near School or College,Human Error,No,Grievous Injury,Hit bicyclist,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Aishwarya Junction, Sarjapura Main Road, Venkatapura Koramangala 1st Block,",A To B,20,12.55446,77.38026
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Residential area,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"St Bed Layout, Church Road, In Front Of Sri Sai Manasa P.G , Near Koramangala Maharaja Hotel",Accident Spot,8,12.56122,77.37803
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Adugodi Signal Junction, Hosur Lashkar Main Road",Accident Spot,50,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Residential area,Human Error,No,Grievous Injury,Others,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala St Bed Layout Near 6th Cross,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near office complex,Human Error,Yes,Simple Injury,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala 80 ft Road In Front Of Commercial Tax Office Main Gate,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,T Junction,City/Town,At pedestrian Crossing,Human Error,Yes,Grievous Injury,Hit pedestrian,Signal lights Automatic,Straight and flat,Others,Concrete,Dry,No influence on accident,Fine,Koramangala 80ft Main Road Near Maharaja Signal  Junction,a,1,12.934462,77.629644
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Residential area,Human Error,Yes,Simple Injury,Side impact or Right angle,Uncontrolled,Straight and flat,Residential Street,Bitumen(Tar),Dry,No influence on accident,Fine,In front Of Daily Hunt Office 1st Main Road Koramangala  1st Block,a,1,12.9259102,77.6375508
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Krupanidhi Collage Junction, Sarjapura  Main Road,",Accident Spot,35,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Others,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, In Front Of Ganesha Upahar Hotel, Adugodi",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Hospital,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Road Service Road, In Front Of St John Hospital Main Gate Koramangala",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near office complex,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Koramangala 80 ft Main Road Near Pass Port Office,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,T Junction,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, Near Uco Bank Forum Mall Junction",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Damage Only,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Hosur Lashkar Main Road, OPP Shopper Shop Near Uco Bank Junction",a,24,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near office complex,Human Error,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Near NGV Main Gate",a,1,12.948848,77.620113
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Residential area,Human Error,Yes,Simple Injury,Head on,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 8 Block Main Road, In Front Of Narayana E-Techkno School",a,1,12.9424663,77.6143973
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Residential area,Human Error,Yes,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Lalji Nagara, 2nd Main, 3rd Cross, Near Aslam House",A,1,12.940432,77.601248
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Residential area,Human Error,Yes,Fatal,Side swipe,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Near HDFC Bank, 1st Main, 1st Block, Koramangala",Accident Spot,3,12.55751,77.38053
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Bannerughatta Main Road, Near Mask, Chandrapanagara",a,1,12.939119,77.602125
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Head on,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Near 17th A Main Cross Junction, Opp Gangotri Hotel",a,1,12.936978,77.6265
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Damage Only,Hit and Run,Uncontrolled,Incline,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Fine,Sarjapura main,Near Hottechannappa school,300mtr,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Near Sony World Junction 80feet Road Koramangala,a,1,12.93635,77.627844
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,No,Damage Only,Rear end,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Sony World Junction",a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Damage Only,Head on,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 1st Block,  Sarjapura Main Road, Near KSRP Qtrs  Main Gate",a,1,12.924606,77.6328
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,T Junction,City/Town,Residential area,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Curve,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Fine,"Koramangala 8 Block Main Road, In Front Of Narayana E-Techkno School",1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,3,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Fatal,Rear end,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"In Front of Beer Cafe Restaurant, Near Koramangala Maharaja Hotel, 80 ft Road, Koramangala",A,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Petrol Pump,Human Error,No,Grievous Injury,Right Turn Collision,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 80ft Main Road, Near Maharaja Signal Petrol Bunk",A,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Round about or Circle,City/Town,Near Bus stop,Human Error,No,Damage Only,Right Turn Collision,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Koramangala 100ft Inner Ring Road, Near Sony World Junction",a,1,12.937241,77.626898
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Right Turn Collision,Not Applicable,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,B.G road,1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near office complex,Human Error,Yes,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Light Rain,"Hosur Lashkar Main Road, Near Mico Gate And NINP Gate Adugodi",a,1,12.948534,77.606388
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,Yes,Fatal,Hit and Run,Signal lights Automatic,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Sarjapura Main Road, Near Water Tank Junction  Koramangala",a,1,12.927495,77.621067
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Incline,Others,Bitumen(Tar),Dry,Not Applicable,Others,Sarjapura main road,Near police public school,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Residential area,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Incline,City or Town Road,Bitumen(Tar),Dry,Pot holed,Fine,1st B main road koramangala,1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,Hosur Lashkar Main Road Near Uco Bank Junction BMTC Bus Stand,a,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2017,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit and Run,Uncontrolled,Straight and flat,City or Town Road,Bitumen(Tar),Dry,No influence on accident,Fine,"Near Chandrappa Nagara Bus Stop, Near Dairy Circle. Bannerughatta Main Road",A,1,12.941111,77.602437
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2018,1,1,Road Accidents,Other,City/Town,Near office complex,Human Error,Yes,Grievous Injury,Hit and Run,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Hosur Lashkar road,1,10 m,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Other,City/Town,Near office complex,Human Error,Not Applicable,Grievous Injury,Others,Not at  Junction,Straight and flat,City or Town Road,Bitumen(Tar),Dry,Construction Work / Material,Clear,80ft road,1,1,0.0,0.0
Bengaluru City,Adugodi Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Other,City/Town,Near office complex,Human Error,No,Simple Injury,Others,Not Applicable,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Koramangala 5th block,1,2,0.0,0.0
